-32.896000,63.000000,117.000000,68.400000,-6.083000
-32.325000,66.600000,117.000000,61.200000,-5.206000
-31.706000,70.200000,117.000000,54.000000,-4.262000
-31.002000,73.800000,117.000000,46.800000,-3.128000
-30.744000,63.000000,113.400000,72.000000,-12.383000
-30.731000,63.000000,117.000000,72.000000,-1.886000
-30.183000,77.400000,117.000000,39.600000,-1.716000
-30.088000,66.600000,113.400000,64.800000,-11.253000
-30.065000,66.600000,117.000000,64.800000,-0.801000
-29.412000,70.200000,113.400000,57.600000,-10.137000
-28.678000,73.800000,113.400000,50.400000,-8.909000
-28.670000,63.000000,109.800000,75.600000,-19.199000
-28.660000,63.000000,113.400000,75.600000,-8.273000
-27.923000,66.600000,109.800000,68.400000,-17.787000
-27.889000,66.600000,113.400000,68.400000,-6.889000
-27.856000,77.400000,113.400000,43.200000,-7.470000
-27.180000,70.200000,109.800000,61.200000,-16.465000
-27.130000,70.200000,113.400000,61.200000,-5.616000
-26.683000,63.000000,113.400000,79.200000,-4.624000
-26.672000,63.000000,109.800000,79.200000,-15.151000
-26.405000,73.800000,109.800000,54.000000,-15.103000
-26.348000,73.800000,113.400000,54.000000,-4.332000
-25.792000,66.600000,109.800000,72.000000,-13.443000
-25.785000,66.600000,113.400000,72.000000,-2.969000
-25.566000,77.400000,109.800000,46.800000,-13.595000
-24.947000,70.200000,109.800000,64.800000,-11.919000
-24.930000,70.200000,113.400000,64.800000,-1.506000
-24.815000,63.000000,113.400000,82.800000,-1.361000
-24.797000,63.000000,109.800000,82.800000,-11.633000
-24.761000,63.000000,106.200000,82.800000,-22.517000
-24.103000,73.800000,109.800000,57.600000,-10.457000
-24.082000,73.800000,113.400000,57.600000,-0.120000
-23.772000,66.600000,109.800000,75.600000,-9.615000
-23.770000,66.600000,106.200000,75.600000,-20.456000
-23.044000,63.000000,109.800000,86.400000,-8.552000
-22.991000,63.000000,106.200000,86.400000,-19.105000
-22.832000,70.200000,106.200000,68.400000,-18.650000
-22.811000,70.200000,109.800000,68.400000,-7.860000
-21.917000,73.800000,106.200000,61.200000,-16.975000
-21.882000,73.800000,109.800000,61.200000,-6.253000
-21.861000,66.600000,109.800000,79.200000,-6.199000
-21.839000,66.600000,106.200000,79.200000,-16.700000
-21.819000,66.600000,102.600000,79.200000,-27.944000
-20.785000,70.200000,102.600000,72.000000,-25.819000
-20.769000,70.200000,109.800000,72.000000,-4.184000
-20.768000,70.200000,106.200000,72.000000,-14.626000
-20.060000,66.600000,109.800000,82.800000,-3.143000
-20.032000,66.600000,106.200000,82.800000,-13.422000
-19.981000,66.600000,102.600000,82.800000,-24.223000
-19.792000,73.800000,102.600000,64.800000,-23.894000
-19.749000,73.800000,106.200000,64.800000,-12.768000
-19.739000,73.800000,109.800000,64.800000,-2.392000
-18.823000,70.200000,109.800000,75.600000,-0.835000
-18.814000,70.200000,106.200000,75.600000,-11.052000
-18.810000,70.200000,99.000000,75.600000,-33.470000
-18.797000,70.200000,102.600000,75.600000,-21.800000
-18.281000,66.600000,102.600000,86.400000,-21.060000
-18.192000,66.600000,99.000000,86.400000,-32.207000
-17.734000,73.800000,99.000000,68.400000,-31.248000
-17.683000,73.800000,102.600000,68.400000,-19.658000
-17.676000,73.800000,106.200000,68.400000,-8.972000
-16.970000,70.200000,106.200000,79.200000,-7.857000
-16.936000,70.200000,102.600000,79.200000,-18.312000
-16.898000,70.200000,99.000000,79.200000,-29.395000
-16.687000,77.400000,99.000000,61.200000,-29.178000
-15.698000,73.800000,106.200000,72.000000,-5.518000
-15.687000,73.800000,102.600000,72.000000,-15.917000
-15.685000,73.800000,99.000000,72.000000,-26.932000
-15.240000,70.200000,106.200000,82.800000,-5.002000
-15.200000,70.200000,102.600000,82.800000,-15.262000
-15.131000,70.200000,99.000000,82.800000,-25.960000
-15.071000,70.200000,95.400000,82.800000,-37.461000
-14.532000,77.400000,99.000000,64.800000,-24.709000
-13.818000,73.800000,106.200000,75.600000,-2.369000
-13.800000,73.800000,102.600000,75.600000,-12.578000
-13.769000,73.800000,99.000000,75.600000,-23.219000
-13.757000,73.800000,95.400000,75.600000,-34.625000
-12.516000,77.400000,95.400000,68.400000,-32.099000
-12.027000,73.800000,102.600000,79.200000,-9.593000
-11.979000,73.800000,99.000000,79.200000,-19.982000
-11.922000,73.800000,95.400000,79.200000,-30.892000
-10.543000,77.400000,95.400000,72.000000,-28.141000
-10.230000,73.800000,95.400000,82.800000,-27.727000
-10.148000,73.800000,91.800000,82.800000,-38.978000
-9.303000,81.000000,91.800000,64.800000,-37.300000
-8.749000,77.400000,99.000000,75.600000,-14.187000
-8.701000,77.400000,95.400000,75.600000,-24.707000
-8.665000,77.400000,91.800000,75.600000,-35.855000
-8.455000,73.800000,88.200000,86.400000,-47.579000
-7.273000,81.000000,91.800000,68.400000,-33.075000
-6.986000,77.400000,95.400000,79.200000,-21.708000
-6.908000,77.400000,91.800000,79.200000,-32.432000
-6.866000,77.400000,88.200000,79.200000,-43.998000
-5.376000,81.000000,88.200000,72.000000,-40.847000
-5.376000,81.000000,91.800000,72.000000,-29.434000
