-65.020000,57.819000,11.399000,56.133000,-55.116000,91.909000,-5.315000,87.453000,-30.216000,89.681000,-40.000000,0.000000,40.000000,0.000000
-65.020000,57.819000,14.980000,57.819000,-52.995000,91.220000,-3.076000,88.384000,-28.035000,89.802000,-40.000000,0.000000,40.000000,0.000000
-65.020000,57.819000,18.660000,59.275000,-50.922000,90.399000,-0.945000,88.871000,-25.933000,89.635000,-40.000000,0.000000,40.000000,0.000000
-65.020000,57.819000,14.980000,57.819000,-50.922000,90.399000,-0.929000,89.555000,-25.925000,89.977000,-40.000000,0.000000,40.000000,0.000000
-65.020000,57.819000,18.660000,59.275000,-48.904000,89.449000,1.092000,90.124000,-23.906000,89.787000,-40.000000,0.000000,40.000000,0.000000
-65.020000,57.819000,18.660000,59.275000,-46.949000,88.375000,2.975000,91.123000,-21.987000,89.749000,-40.000000,0.000000,40.000000,0.000000
-61.340000,59.275000,26.257000,61.483000,-45.224000,90.906000,4.762000,89.736000,-20.231000,90.321000,-40.000000,0.000000,40.000000,0.000000
-65.020000,57.819000,18.660000,59.275000,-45.066000,87.180000,4.709000,91.919000,-20.179000,89.550000,-40.000000,0.000000,40.000000,0.000000
-61.340000,59.275000,26.257000,61.483000,-43.270000,89.832000,6.714000,91.119000,-18.278000,90.476000,-40.000000,0.000000,40.000000,0.000000
-61.340000,59.275000,26.257000,61.483000,-41.387000,88.637000,8.485000,92.214000,-16.451000,90.426000,-40.000000,0.000000,40.000000,0.000000
-61.340000,59.275000,30.145000,62.224000,-41.387000,88.637000,8.581000,90.425000,-16.403000,89.531000,-40.000000,0.000000,40.000000,0.000000
-61.340000,59.275000,26.257000,61.483000,-39.582000,87.326000,10.085000,93.085000,-14.749000,90.206000,-40.000000,0.000000,40.000000,0.000000
-57.576000,60.499000,34.071000,62.720000,-39.505000,91.055000,10.461000,89.231000,-14.522000,90.143000,-40.000000,0.000000,40.000000,0.000000
-57.576000,60.499000,34.071000,62.720000,-37.622000,89.860000,12.368000,90.814000,-12.627000,90.337000,-40.000000,0.000000,40.000000,0.000000
-57.576000,60.499000,34.071000,62.720000,-35.818000,88.549000,14.060000,92.043000,-10.879000,90.296000,-40.000000,0.000000,40.000000,0.000000
-49.855000,62.224000,45.929000,62.720000,-28.097000,90.275000,21.882000,88.836000,-3.108000,89.555000,-40.000000,0.000000,40.000000,0.000000
-49.855000,62.224000,45.929000,62.720000,-26.379000,88.853000,23.600000,90.319000,-1.390000,89.586000,-40.000000,0.000000,40.000000,0.000000
-45.929000,62.720000,49.855000,62.224000,-22.452000,89.349000,27.545000,89.838000,2.547000,89.594000,-40.000000,0.000000,40.000000,0.000000
-34.071000,62.720000,57.576000,60.499000,-14.117000,92.082000,35.754000,88.499000,10.819000,90.291000,-40.000000,0.000000,40.000000,0.000000
-34.071000,62.720000,57.576000,60.499000,-12.313000,90.771000,37.679000,89.898000,12.683000,90.335000,-40.000000,0.000000,40.000000,0.000000
-34.071000,62.720000,57.576000,60.499000,-10.595000,89.349000,39.379000,90.980000,14.392000,90.164000,-40.000000,0.000000,40.000000,0.000000
-30.145000,62.224000,61.340000,59.275000,-8.386000,90.275000,41.591000,88.775000,16.602000,89.525000,-40.000000,0.000000,40.000000,0.000000
-26.257000,61.483000,61.340000,59.275000,-8.186000,92.039000,41.713000,88.856000,16.763000,90.447000,-40.000000,0.000000,40.000000,0.000000
-26.257000,61.483000,61.340000,59.275000,-6.303000,90.844000,43.691000,90.077000,18.694000,90.461000,-40.000000,0.000000,40.000000,0.000000
-18.660000,59.275000,65.020000,57.819000,-4.561000,91.856000,45.230000,87.291000,20.335000,89.573000,-40.000000,0.000000,40.000000,0.000000
-26.257000,61.483000,61.340000,59.275000,-4.499000,89.533000,45.479000,91.035000,20.490000,90.284000,-40.000000,0.000000,40.000000,0.000000
-18.660000,59.275000,65.020000,57.819000,-2.543000,90.906000,47.406000,88.640000,22.431000,89.773000,-40.000000,0.000000,40.000000,0.000000
-14.980000,57.819000,65.020000,57.819000,-0.881000,90.399000,49.112000,89.555000,24.116000,89.977000,-40.000000,0.000000,40.000000,0.000000
-18.660000,59.275000,65.020000,57.819000,-0.589000,89.832000,49.411000,89.703000,24.411000,89.767000,-40.000000,0.000000,40.000000,0.000000
-14.980000,57.819000,65.020000,57.819000,1.137000,89.449000,51.126000,90.487000,26.132000,89.968000,-40.000000,0.000000,40.000000,0.000000
-18.660000,59.275000,65.020000,57.819000,1.294000,88.637000,51.258000,90.542000,26.276000,89.590000,-40.000000,0.000000,40.000000,0.000000
-14.980000,57.819000,65.020000,57.819000,3.091000,88.375000,53.010000,91.225000,28.051000,89.800000,-40.000000,0.000000,40.000000,0.000000
-11.399000,56.133000,65.020000,57.819000,4.718000,87.764000,54.560000,91.742000,29.639000,89.753000,-40.000000,0.000000,40.000000,0.000000
