-38.021000,62.969000,11.399000,56.133000,-58.243000,92.147000,-8.701000,85.396000,-33.472000,88.771000
-34.071000,62.720000,14.980000,57.819000,-56.562000,90.187000,-6.747000,85.894000,-31.654000,88.040000
-34.071000,62.720000,11.399000,56.133000,-56.562000,90.187000,-6.685000,86.682000,-31.623000,88.435000
-34.071000,62.720000,14.980000,57.819000,-54.793000,91.545000,-4.984000,87.173000,-29.889000,89.359000
-34.071000,62.720000,11.399000,56.133000,-54.793000,91.545000,-4.945000,87.647000,-29.869000,89.596000
-30.145000,62.224000,14.980000,57.819000,-54.737000,87.826000,-4.740000,87.338000,-29.738000,87.582000
-30.145000,62.224000,11.399000,56.133000,-54.737000,87.826000,-4.737000,87.754000,-29.737000,87.790000
-30.145000,62.224000,18.660000,59.275000,-53.081000,89.320000,-3.122000,87.308000,-28.101000,88.314000
-30.145000,62.224000,14.980000,57.819000,-53.081000,89.320000,-3.090000,88.376000,-28.085000,88.848000
-30.145000,62.224000,11.399000,56.133000,-53.081000,89.320000,-3.087000,88.544000,-28.084000,88.932000
-34.071000,62.720000,14.980000,57.819000,-52.942000,92.789000,-3.140000,88.346000,-28.041000,90.568000
-34.071000,62.720000,11.399000,56.133000,-52.942000,92.789000,-3.124000,88.527000,-28.033000,90.658000
-30.145000,62.224000,18.660000,59.275000,-51.334000,90.707000,-1.380000,88.579000,-26.357000,89.643000
-30.145000,62.224000,11.399000,56.133000,-51.334000,90.707000,-1.355000,89.263000,-26.345000,89.985000
-30.145000,62.224000,14.980000,57.819000,-51.334000,90.707000,-1.353000,89.338000,-26.344000,90.022000
-26.257000,61.483000,14.980000,57.819000,-51.239000,86.705000,-1.309000,89.361000,-26.274000,88.033000
-26.257000,61.483000,11.399000,56.133000,-51.239000,86.705000,-1.305000,89.283000,-26.272000,87.994000
-26.257000,61.483000,18.660000,59.275000,-51.239000,86.705000,-1.277000,88.649000,-26.258000,87.677000
-26.257000,61.483000,14.980000,57.819000,-49.606000,88.224000,0.357000,90.167000,-24.625000,89.195000
-26.257000,61.483000,11.399000,56.133000,-49.606000,88.224000,0.367000,89.876000,-24.619000,89.050000
-26.257000,61.483000,18.660000,59.275000,-49.606000,88.224000,0.372000,89.703000,-24.617000,88.963000
-26.257000,61.483000,22.424000,60.499000,-49.606000,88.224000,0.394000,88.337000,-24.606000,88.280000
-30.145000,62.224000,22.424000,60.499000,-49.504000,91.981000,0.361000,88.310000,-24.572000,90.146000
-30.145000,62.224000,18.660000,59.275000,-49.504000,91.981000,0.446000,89.747000,-24.529000,90.864000
-30.145000,62.224000,11.399000,56.133000,-49.504000,91.981000,0.453000,89.904000,-24.526000,90.942000
-30.145000,62.224000,14.980000,57.819000,-49.504000,91.981000,0.465000,90.216000,-24.520000,91.098000
-22.424000,60.499000,14.980000,57.819000,-47.760000,85.364000,1.940000,90.837000,-22.910000,88.101000
-22.424000,60.499000,18.660000,59.275000,-47.760000,85.364000,1.965000,90.605000,-22.898000,87.985000
-26.257000,61.483000,14.980000,57.819000,-47.881000,89.637000,2.103000,90.901000,-22.889000,90.269000
-26.257000,61.483000,18.660000,59.275000,-47.881000,89.637000,2.109000,90.681000,-22.886000,90.159000
-22.424000,60.499000,11.399000,56.133000,-47.760000,85.364000,1.989000,90.364000,-22.885000,87.864000
-26.257000,61.483000,11.399000,56.133000,-47.881000,89.637000,2.114000,90.398000,-22.883000,90.017000
-26.257000,61.483000,22.424000,60.499000,-47.881000,89.637000,2.119000,89.619000,-22.881000,89.628000
-22.424000,60.499000,22.424000,60.499000,-47.760000,85.364000,2.062000,89.579000,-22.849000,87.472000
-30.145000,62.224000,22.424000,60.499000,-47.598000,93.138000,2.286000,89.735000,-22.656000,91.436000
-30.145000,62.224000,11.399000,56.133000,-47.598000,93.138000,2.330000,90.456000,-22.634000,91.797000
-30.145000,62.224000,18.660000,59.275000,-47.598000,93.138000,2.348000,90.806000,-22.625000,91.972000
-30.145000,62.224000,14.980000,57.819000,-47.598000,93.138000,2.357000,90.998000,-22.620000,92.068000
-22.424000,60.499000,14.980000,57.819000,-46.149000,86.906000,3.644000,91.460000,-21.253000,89.183000
-22.424000,60.499000,18.660000,59.275000,-46.149000,86.906000,3.645000,91.444000,-21.252000,89.175000
-22.424000,60.499000,11.399000,56.133000,-46.149000,86.906000,3.700000,90.789000,-21.224000,88.847000
-22.424000,60.499000,22.424000,60.499000,-46.149000,86.906000,3.710000,90.665000,-21.219000,88.786000
-22.424000,60.499000,26.257000,61.483000,-46.149000,86.906000,3.808000,88.984000,-21.170000,87.945000
-26.257000,61.483000,26.257000,61.483000,-46.070000,90.939000,3.894000,89.054000,-21.088000,89.997000
-26.257000,61.483000,18.660000,59.275000,-46.070000,90.939000,3.926000,91.574000,-21.072000,91.257000
-26.257000,61.483000,14.980000,57.819000,-46.070000,90.939000,3.926000,91.554000,-21.072000,91.247000
-26.257000,61.483000,22.424000,60.499000,-46.070000,90.939000,3.930000,90.801000,-21.070000,90.870000
-26.257000,61.483000,11.399000,56.133000,-46.070000,90.939000,3.930000,90.839000,-21.070000,90.889000
-18.660000,59.275000,18.660000,59.275000,-44.314000,83.814000,5.004000,92.044000,-19.655000,87.929000
-18.660000,59.275000,14.980000,57.819000,-44.314000,83.814000,5.029000,91.895000,-19.642000,87.855000
-18.660000,59.275000,22.424000,60.499000,-44.314000,83.814000,5.095000,91.482000,-19.609000,87.648000
-18.660000,59.275000,11.399000,56.133000,-44.314000,83.814000,5.156000,91.080000,-19.579000,87.447000
-22.424000,60.499000,18.660000,59.275000,-44.444000,88.344000,5.407000,92.209000,-19.519000,90.276000
-22.424000,60.499000,14.980000,57.819000,-44.444000,88.344000,5.422000,92.008000,-19.511000,90.176000
-22.424000,60.499000,22.424000,60.499000,-44.444000,88.344000,5.445000,91.675000,-19.499000,90.009000
-22.424000,60.499000,11.399000,56.133000,-44.444000,88.344000,5.478000,91.136000,-19.483000,89.740000
-22.424000,60.499000,26.257000,61.483000,-44.444000,88.344000,5.518000,90.295000,-19.463000,89.319000
-22.424000,60.499000,30.145000,62.224000,-44.444000,88.344000,5.554000,87.828000,-19.445000,88.086000
-26.257000,61.483000,26.257000,61.483000,-44.181000,92.125000,5.792000,90.490000,-19.195000,91.308000
-26.257000,61.483000,11.399000,56.133000,-44.181000,92.125000,5.810000,91.191000,-19.186000,91.658000
